Category,Skill Name,Author,Description,GitHub URL
finance-investment,neurokit2,K-Dense-AI,"Comprehensive biosignal processing toolkit for analyzing physiological data including ECG, EEG, EDA, RSP, PPG, EMG, and EOG signals. Use this skill when processing cardiovascular signals, brain activity, electrodermal responses, respiratory patterns, muscle activity, or eye movements. Applicable for heart rate variability analysis, event-related potentials, complexity measures, autonomic nervous system assessment, psychophysiology research, and multi-modal physiological signal integration.",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/neurokit2
finance-investment,positron-intake-rotation,posit-dev,"This skill should be used when handling issue intake rotation duties for the Positron repository. It provides workflows for reviewing and organizing new issues, responding to discussions, handling support tickets, and searching for related content. Use this skill when on intake rotation duty, when helping someone with intake tasks, or when learning the intake rotation process.",https://github.com/posit-dev/positron/tree/main/.claude/skills/positron-intake-rotation
finance-investment,pptx,K-Dense-AI,"""Presentation toolkit (.pptx). Create/edit slides, layouts, content, speaker notes, comments, for programmatic presentation creation and modification.""",https://github.com/K-Dense-AI/claude-scientific-skills/tree/main/scientific-skills/document-skills/pptx
finance-investment,research,kingkongshot,"Research libraries, APIs, and patterns using searchGitHub and Exa tools. Finds real-world implementations and saves structured reports to docs/research/. Use when investigating technologies, debugging issues, or comparing options.",https://github.com/kingkongshot/prompts/tree/main/skills/research
finance-investment,workflow-orchestration-patterns,wshobson,"Design durable workflows with Temporal for distributed systems. Covers workflow vs activity separation, saga patterns, state management, and determinism constraints. Use when building long-running processes, distributed transactions, or microservice orchestration.",https://github.com/wshobson/agents/tree/main/plugins/backend-development/skills/workflow-orchestration-patterns
framework-internals,add-uint-support,pytorch,"Add unsigned integer (uint) type support to PyTorch operators by updating AT_DISPATCH macros. Use when adding support for uint16, uint32, uint64 types to operators, kernels, or when user mentions enabling unsigned types, barebones unsigned types, or uint support.",https://github.com/pytorch/pytorch/tree/main/.claude/skills/add-uint-support
framework-internals,api-design-principles,wshobson,"Master REST and GraphQL API design principles to build intuitive, scalable, and maintainable APIs that delight developers. Use when designing new APIs, reviewing API specifications, or establishing API design standards.",https://github.com/wshobson/agents/tree/main/plugins/backend-development/skills/api-design-principles
framework-internals,at-dispatch-v2,pytorch,"Convert PyTorch AT_DISPATCH macros to AT_DISPATCH_V2 format in ATen C++ code. Use when porting AT_DISPATCH_ALL_TYPES_AND*, AT_DISPATCH_FLOATING_TYPES*, or other dispatch macros to the new v2 API. For ATen kernel files, CUDA kernels, and native operator implementations.",https://github.com/pytorch/pytorch/tree/main/.claude/skills/at-dispatch-v2
framework-internals,auth-implementation-patterns,wshobson,"Master authentication and authorization patterns including JWT, OAuth2, session management, and RBAC to build secure, scalable access control systems. Use when implementing auth systems, securing APIs, or debugging security issues.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/auth-implementation-patterns
framework-internals,bash-defensive-patterns,wshobson,"Master defensive Bash programming techniques for production-grade scripts. Use when writing robust shell scripts, CI/CD pipelines, or system utilities requiring fault tolerance and safety.",https://github.com/wshobson/agents/tree/main/plugins/shell-scripting/skills/bash-defensive-patterns
framework-internals,bats-testing-patterns,wshobson,"Master Bash Automated Testing System (Bats) for comprehensive shell script testing. Use when writing tests for shell scripts, CI/CD pipelines, or requiring test-driven development of shell utilities.",https://github.com/wshobson/agents/tree/main/plugins/shell-scripting/skills/bats-testing-patterns
framework-internals,brand-guidelines,Unknown,,
framework-internals,code-review-excellence,wshobson,"Master effective code review practices to provide constructive feedback, catch bugs early, and foster knowledge sharing while maintaining team morale. Use when reviewing pull requests, establishing review standards, or mentoring developers.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/code-review-excellence
framework-internals,command-development,anthropics,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in commands, user interaction patterns, or command development best practices for Claude Code.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/command-development
framework-internals,command-name,anthropics,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/plugin-structure
framework-internals,debugging-strategies,wshobson,"Master systematic debugging techniques, profiling tools, and root cause analysis to efficiently track down bugs across any codebase or technology stack. Use when investigating bugs, performance issues, or unexpected behavior.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/debugging-strategies
framework-internals,dependency-upgrade,wshobson,"Manage major dependency version upgrades with compatibility analysis, staged rollout, and comprehensive testing. Use when upgrading framework versions, updating major dependencies, or managing breaking changes in libraries.",https://github.com/wshobson/agents/tree/main/plugins/framework-migration/skills/dependency-upgrade
framework-internals,deployment-pipeline-design,wshobson,"Design multi-stage CI/CD pipelines with approval gates, security checks, and deployment orchestration. Use when architecting deployment workflows, setting up continuous delivery, or implementing GitOps practices.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/deployment-pipeline-design
framework-internals,docstring,pytorch,Write docstrings for PyTorch functions and methods following PyTorch conventions. Use when writing or updating docstrings in PyTorch code.,https://github.com/pytorch/pytorch/tree/main/.claude/skills/docstring
framework-internals,fastapi-templates,wshobson,"Create production-ready FastAPI projects with async patterns, dependency injection, and comprehensive error handling. Use when building new FastAPI applications or setting up backend API projects.",https://github.com/wshobson/agents/tree/main/plugins/api-scaffolding/skills/fastapi-templates
framework-internals,frontend-design,anthropics,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics.",https://github.com/anthropics/claude-code/tree/main/plugins/frontend-design/skills/frontend-design
framework-internals,hook-development,anthropics,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides comprehensive guidance for creating and implementing Claude Code plugin hooks with focus on advanced prompt-based hooks API.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/hook-development
framework-internals,react-modernization,wshobson,"Upgrade React applications to latest versions, migrate from class components to hooks, and adopt concurrent features. Use when modernizing React codebases, migrating to React Hooks, or upgrading to latest React versions.",https://github.com/wshobson/agents/tree/main/plugins/framework-migration/skills/react-modernization
framework-internals,rule-identifier,anthropics,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns.",https://github.com/anthropics/claude-code/tree/main/plugins/hookify/skills/writing-rules
framework-internals,skill-developer,langfuse,"Create and manage Claude Code skills following Anthropic best practices. Use when creating new skills, modifying skill-rules.json, understanding trigger patterns, working with hooks, debugging skill activation, or implementing progressive disclosure. Covers skill structure, YAML frontmatter, trigger types (keywords, intent patterns, file paths, content patterns), enforcement levels (block, suggest, warn), hook mechanisms (UserPromptSubmit, PreToolUse), session tracking, and the 500-line rule.",https://github.com/langfuse/langfuse/tree/main/.claude/skills/skill-developer
framework-internals,skill-development,anthropics,"This skill should be used when the user wants to ""create a skill"", ""add a skill to plugin"", ""write a new skill"", ""improve skill description"", ""organize skill content"", or needs guidance on skill structure, progressive disclosure, or skill development best practices for Claude Code plugins.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/skill-development
framework-internals,typescript-advanced-types,wshobson,"Master TypeScript's advanced type system including generics, conditional types, mapped types, template literals, and utility types for building type-safe applications. Use when implementing complex type logic, creating reusable type utilities, or ensuring compile-time type safety in TypeScript projects.",https://github.com/wshobson/agents/tree/main/plugins/javascript-typescript/skills/typescript-advanced-types
framework-internals,uv-package-manager,wshobson,"Master the uv package manager for fast Python dependency management, virtual environments, and modern Python project workflows. Use when setting up Python projects, managing dependencies, or optimizing Python development workflows with uv.",https://github.com/wshobson/agents/tree/main/plugins/python-development/skills/uv-package-manager
framework-internals,web-artifacts-builder,Unknown,,
frontend,angular-migration,wshobson,"Migrate from AngularJS to Angular using hybrid mode, incremental component rewriting, and dependency injection updates. Use when upgrading AngularJS applications, planning framework migrations, or modernizing legacy Angular code.",https://github.com/wshobson/agents/tree/main/plugins/framework-migration/skills/angular-migration
frontend,api-design-principles,wshobson,"Master REST and GraphQL API design principles to build intuitive, scalable, and maintainable APIs that delight developers. Use when designing new APIs, reviewing API specifications, or establishing API design standards.",https://github.com/wshobson/agents/tree/main/plugins/backend-development/skills/api-design-principles
frontend,artifacts-builder,davila7,"Suite of tools for creating elaborate, multi-component claude.ai HTML artifacts using modern frontend web technologies (React, Tailwind CSS, shadcn/ui). Use for complex artifacts requiring state management, routing, or shadcn/ui components - not for simple single-file HTML/JSX artifacts.",https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/artifacts-builder
frontend,auth-implementation-patterns,wshobson,"Master authentication and authorization patterns including JWT, OAuth2, session management, and RBAC to build secure, scalable access control systems. Use when implementing auth systems, securing APIs, or debugging security issues.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/auth-implementation-patterns
frontend,backend-dev-guidelines,langfuse,"Comprehensive backend development guide for Langfuse's Next.js 14/tRPC/Express/TypeScript monorepo. Use when creating tRPC routers, public API endpoints, BullMQ queue processors, services, or working with tRPC procedures, Next.js API routes, Prisma database access, ClickHouse analytics queries, Redis queues, OpenTelemetry instrumentation, Zod v4 validation, env.mjs configuration, tenant isolation patterns, or async patterns. Covers layered architecture (tRPC procedures → services, queue processors → services), dual database system (PostgreSQL + ClickHouse), projectId filtering for multi-tenant isolation, traceException error handling, observability patterns, and testing strategies (Jest for web, vitest for worker).",https://github.com/langfuse/langfuse/tree/main/.claude/skills/backend-dev-guidelines
frontend,billing-automation,wshobson,"Build automated billing systems for recurring payments, invoicing, subscription lifecycle, and dunning management. Use when implementing subscription billing, automating invoicing, or managing recurring payment systems.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/billing-automation
frontend,brand-guidelines,Unknown,,
frontend,command-development,anthropics,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in commands, user interaction patterns, or command development best practices for Claude Code.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/command-development
frontend,command-name,anthropics,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/plugin-structure
frontend,debugging-strategies,wshobson,"Master systematic debugging techniques, profiling tools, and root cause analysis to efficiently track down bugs across any codebase or technology stack. Use when investigating bugs, performance issues, or unexpected behavior.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/debugging-strategies
frontend,fastapi-templates,wshobson,"Create production-ready FastAPI projects with async patterns, dependency injection, and comprehensive error handling. Use when building new FastAPI applications or setting up backend API projects.",https://github.com/wshobson/agents/tree/main/plugins/api-scaffolding/skills/fastapi-templates
frontend,flow-nexus-platform,ruvnet,"Comprehensive Flow Nexus platform management - authentication, sandboxes, app deployment, payments, and challenges",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/flow-nexus-platform
frontend,frontend-design,anthropics,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics.",https://github.com/anthropics/claude-code/tree/main/plugins/frontend-design/skills/frontend-design
frontend,hook-development,anthropics,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides comprehensive guidance for creating and implementing Claude Code plugin hooks with focus on advanced prompt-based hooks API.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/hook-development
frontend,hooks-automation,ruvnet,"Automated coordination, formatting, and learning from Claude Code operations using intelligent hooks with MCP integration. Includes pre/post task hooks, session management, Git integration, memory coordination, and neural pattern training for enhanced development workflows.",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/hooks-automation
frontend,modern-javascript-patterns,wshobson,"Master ES6+ features including async/await, destructuring, spread operators, arrow functions, promises, modules, iterators, generators, and functional programming patterns for writing clean, efficient JavaScript code. Use when refactoring legacy code, implementing modern patterns, or optimizing JavaScript applications.",https://github.com/wshobson/agents/tree/main/plugins/javascript-typescript/skills/modern-javascript-patterns
frontend,monorepo-management,wshobson,"Master monorepo management with Turborepo, Nx, and pnpm workspaces to build efficient, scalable multi-package repositories with optimized builds and dependency management. Use when setting up monorepos, optimizing builds, or managing shared dependencies.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/monorepo-management
frontend,payload,payloadcms,"Use when working with Payload CMS projects (payload.config.ts, collections, fields, hooks, access control, Payload API). Use when debugging validation errors, security issues, relationship queries, transactions, or hook behavior.",https://github.com/payloadcms/payload/tree/main/tools/claude-plugin/skills/payload
frontend,react-modernization,wshobson,"Upgrade React applications to latest versions, migrate from class components to hooks, and adopt concurrent features. Use when modernizing React codebases, migrating to React Hooks, or upgrading to latest React versions.",https://github.com/wshobson/agents/tree/main/plugins/framework-migration/skills/react-modernization
frontend,rule-identifier,anthropics,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns.",https://github.com/anthropics/claude-code/tree/main/plugins/hookify/skills/writing-rules
frontend,stripe-integration,wshobson,"Implement Stripe payment processing for robust, PCI-compliant payment flows including checkout, subscriptions, and webhooks. Use when integrating Stripe payments, building subscription systems, or implementing secure checkout flows.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/stripe-integration
frontend,theme-factory,Unknown,,
frontend,typescript-advanced-types,wshobson,"Master TypeScript's advanced type system including generics, conditional types, mapped types, template literals, and utility types for building type-safe applications. Use when implementing complex type logic, creating reusable type utilities, or ensuring compile-time type safety in TypeScript projects.",https://github.com/wshobson/agents/tree/main/plugins/javascript-typescript/skills/typescript-advanced-types
frontend,web-artifacts-builder,Unknown,,
full-stack,angular-migration,wshobson,"Migrate from AngularJS to Angular using hybrid mode, incremental component rewriting, and dependency injection updates. Use when upgrading AngularJS applications, planning framework migrations, or modernizing legacy Angular code.",https://github.com/wshobson/agents/tree/main/plugins/framework-migration/skills/angular-migration
full-stack,api-design-principles,wshobson,"Master REST and GraphQL API design principles to build intuitive, scalable, and maintainable APIs that delight developers. Use when designing new APIs, reviewing API specifications, or establishing API design standards.",https://github.com/wshobson/agents/tree/main/plugins/backend-development/skills/api-design-principles
full-stack,auth-implementation-patterns,wshobson,"Master authentication and authorization patterns including JWT, OAuth2, session management, and RBAC to build secure, scalable access control systems. Use when implementing auth systems, securing APIs, or debugging security issues.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/auth-implementation-patterns
full-stack,billing-automation,wshobson,"Build automated billing systems for recurring payments, invoicing, subscription lifecycle, and dunning management. Use when implementing subscription billing, automating invoicing, or managing recurring payment systems.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/billing-automation
full-stack,code-review-excellence,wshobson,"Master effective code review practices to provide constructive feedback, catch bugs early, and foster knowledge sharing while maintaining team morale. Use when reviewing pull requests, establishing review standards, or mentoring developers.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/code-review-excellence
full-stack,command-development,anthropics,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in commands, user interaction patterns, or command development best practices for Claude Code.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/command-development
full-stack,command-name,anthropics,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/plugin-structure
full-stack,configured-agent,anthropics,"This skill should be used when the user asks about ""plugin settings"", ""store plugin configuration"", ""user-configurable plugin"", "".local.md files"", ""plugin state files"", ""read YAML frontmatter"", ""per-project plugin settings"", or wants to make plugin behavior configurable. Documents the .claude/plugin-name.local.md pattern for storing plugin-specific configuration with YAML frontmatter and markdown content.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/plugin-settings
full-stack,debugging-strategies,wshobson,"Master systematic debugging techniques, profiling tools, and root cause analysis to efficiently track down bugs across any codebase or technology stack. Use when investigating bugs, performance issues, or unexpected behavior.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/debugging-strategies
full-stack,deployment-pipeline-design,wshobson,"Design multi-stage CI/CD pipelines with approval gates, security checks, and deployment orchestration. Use when architecting deployment workflows, setting up continuous delivery, or implementing GitOps practices.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/deployment-pipeline-design
full-stack,distributed-tracing,wshobson,"Implement distributed tracing with Jaeger and Tempo to track requests across microservices and identify performance bottlenecks. Use when debugging microservices, analyzing request flows, or implementing observability for distributed systems.",https://github.com/wshobson/agents/tree/main/plugins/observability-monitoring/skills/distributed-tracing
full-stack,docs-write,metabase,"Write documentation following Metabase's conversational, clear, and user-focused style. Use when creating or editing documentation files (markdown, MDX, etc.).",https://github.com/metabase/metabase/tree/master/.claude/skills/docs-write
full-stack,fastapi-templates,wshobson,"Create production-ready FastAPI projects with async patterns, dependency injection, and comprehensive error handling. Use when building new FastAPI applications or setting up backend API projects.",https://github.com/wshobson/agents/tree/main/plugins/api-scaffolding/skills/fastapi-templates
full-stack,frontend-design,anthropics,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics.",https://github.com/anthropics/claude-code/tree/main/plugins/frontend-design/skills/frontend-design
full-stack,github-actions-templates,wshobson,"Create production-ready GitHub Actions workflows for automated testing, building, and deploying applications. Use when setting up CI/CD with GitHub Actions, automating development workflows, or creating reusable workflow templates.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/github-actions-templates
full-stack,modern-javascript-patterns,wshobson,"Master ES6+ features including async/await, destructuring, spread operators, arrow functions, promises, modules, iterators, generators, and functional programming patterns for writing clean, efficient JavaScript code. Use when refactoring legacy code, implementing modern patterns, or optimizing JavaScript applications.",https://github.com/wshobson/agents/tree/main/plugins/javascript-typescript/skills/modern-javascript-patterns
full-stack,monorepo-management,wshobson,"Master monorepo management with Turborepo, Nx, and pnpm workspaces to build efficient, scalable multi-package repositories with optimized builds and dependency management. Use when setting up monorepos, optimizing builds, or managing shared dependencies.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/monorepo-management
full-stack,nodejs-backend-patterns,wshobson,"Build production-ready Node.js backend services with Express/Fastify, implementing middleware patterns, error handling, authentication, database integration, and API design best practices. Use when creating Node.js servers, REST APIs, GraphQL backends, or microservices architectures.",https://github.com/wshobson/agents/tree/main/plugins/javascript-typescript/skills/nodejs-backend-patterns
full-stack,payload,payloadcms,"Use when working with Payload CMS projects (payload.config.ts, collections, fields, hooks, access control, Payload API). Use when debugging validation errors, security issues, relationship queries, transactions, or hook behavior.",https://github.com/payloadcms/payload/tree/main/tools/claude-plugin/skills/payload
full-stack,react-modernization,wshobson,"Upgrade React applications to latest versions, migrate from class components to hooks, and adopt concurrent features. Use when modernizing React codebases, migrating to React Hooks, or upgrading to latest React versions.",https://github.com/wshobson/agents/tree/main/plugins/framework-migration/skills/react-modernization
full-stack,rule-identifier,anthropics,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns.",https://github.com/anthropics/claude-code/tree/main/plugins/hookify/skills/writing-rules
full-stack,stripe-integration,wshobson,"Implement Stripe payment processing for robust, PCI-compliant payment flows including checkout, subscriptions, and webhooks. Use when integrating Stripe payments, building subscription systems, or implementing secure checkout flows.",https://github.com/wshobson/agents/tree/main/plugins/payment-processing/skills/stripe-integration
full-stack,typescript-advanced-types,wshobson,"Master TypeScript's advanced type system including generics, conditional types, mapped types, template literals, and utility types for building type-safe applications. Use when implementing complex type logic, creating reusable type utilities, or ensuring compile-time type safety in TypeScript projects.",https://github.com/wshobson/agents/tree/main/plugins/javascript-typescript/skills/typescript-advanced-types
full-stack,uv-package-manager,wshobson,"Master the uv package manager for fast Python dependency management, virtual environments, and modern Python project workflows. Use when setting up Python projects, managing dependencies, or optimizing Python development workflows with uv.",https://github.com/wshobson/agents/tree/main/plugins/python-development/skills/uv-package-manager
full-stack,workflow-orchestration-patterns,wshobson,"Design durable workflows with Temporal for distributed systems. Covers workflow vs activity separation, saga patterns, state management, and determinism constraints. Use when building long-running processes, distributed transactions, or microservice orchestration.",https://github.com/wshobson/agents/tree/main/plugins/backend-development/skills/workflow-orchestration-patterns
gaming,api-design-principles,wshobson,"Master REST and GraphQL API design principles to build intuitive, scalable, and maintainable APIs that delight developers. Use when designing new APIs, reviewing API specifications, or establishing API design standards.",https://github.com/wshobson/agents/tree/main/plugins/backend-development/skills/api-design-principles
gaming,artifacts-builder,davila7,"Suite of tools for creating elaborate, multi-component claude.ai HTML artifacts using modern frontend web technologies (React, Tailwind CSS, shadcn/ui). Use for complex artifacts requiring state management, routing, or shadcn/ui components - not for simple single-file HTML/JSX artifacts.",https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/artifacts-builder
gaming,bash-defensive-patterns,wshobson,"Master defensive Bash programming techniques for production-grade scripts. Use when writing robust shell scripts, CI/CD pipelines, or system utilities requiring fault tolerance and safety.",https://github.com/wshobson/agents/tree/main/plugins/shell-scripting/skills/bash-defensive-patterns
gaming,brand-guidelines,Unknown,,
gaming,command-development,anthropics,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in commands, user interaction patterns, or command development best practices for Claude Code.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/command-development
gaming,command-name,anthropics,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/plugin-structure
gaming,debugging-strategies,wshobson,"Master systematic debugging techniques, profiling tools, and root cause analysis to efficiently track down bugs across any codebase or technology stack. Use when investigating bugs, performance issues, or unexpected behavior.",https://github.com/wshobson/agents/tree/main/plugins/developer-essentials/skills/debugging-strategies
gaming,developer-growth-analysis,ComposioHQ,"Analyzes your recent Claude Code chat history to identify coding patterns, development gaps, and areas for improvement, curates relevant learning resources from HackerNews, and automatically sends a personalized growth report to your Slack DMs.",https://github.com/ComposioHQ/awesome-claude-skills/tree/master/developer-growth-analysis
gaming,error-tracking,diet103,"Add Sentry v8 error tracking and performance monitoring to your project services. Use this skill when adding error handling, creating new controllers, instrumenting cron jobs, or tracking database performance. ALL ERRORS MUST BE CAPTURED TO SENTRY - no exceptions.",https://github.com/diet103/claude-code-infrastructure-showcase/tree/main/.claude/skills/error-tracking
gaming,fastapi-templates,wshobson,"Create production-ready FastAPI projects with async patterns, dependency injection, and comprehensive error handling. Use when building new FastAPI applications or setting up backend API projects.",https://github.com/wshobson/agents/tree/main/plugins/api-scaffolding/skills/fastapi-templates
gaming,flow-nexus-platform,ruvnet,"Comprehensive Flow Nexus platform management - authentication, sandboxes, app deployment, payments, and challenges",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/flow-nexus-platform
gaming,frontend-design,anthropics,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics.",https://github.com/anthropics/claude-code/tree/main/plugins/frontend-design/skills/frontend-design
gaming,github-actions-templates,wshobson,"Create production-ready GitHub Actions workflows for automated testing, building, and deploying applications. Use when setting up CI/CD with GitHub Actions, automating development workflows, or creating reusable workflow templates.",https://github.com/wshobson/agents/tree/main/plugins/cicd-automation/skills/github-actions-templates
gaming,github-workflow-automation,ruvnet,"Advanced GitHub Actions workflow automation with AI swarm coordination, intelligent CI/CD pipelines, and comprehensive repository management",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/github-workflow-automation
gaming,hook-development,anthropics,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides comprehensive guidance for creating and implementing Claude Code plugin hooks with focus on advanced prompt-based hooks API.",https://github.com/anthropics/claude-code/tree/main/plugins/plugin-dev/skills/hook-development
gaming,hooks-automation,ruvnet,"Automated coordination, formatting, and learning from Claude Code operations using intelligent hooks with MCP integration. Includes pre/post task hooks, session management, Git integration, memory coordination, and neural pattern training for enhanced development workflows.",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/hooks-automation
gaming,pair-programming,ruvnet,"AI-assisted pair programming with multiple modes (driver/navigator/switch), real-time verification, quality monitoring, and comprehensive testing. Supports TDD, debugging, refactoring, and learning sessions. Features automatic role switching, continuous code review, security scanning, and performance optimization with truth-score verification.",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/pair-programming
gaming,payload,payloadcms,"Use when working with Payload CMS projects (payload.config.ts, collections, fields, hooks, access control, Payload API). Use when debugging validation errors, security issues, relationship queries, transactions, or hook behavior.",https://github.com/payloadcms/payload/tree/main/tools/claude-plugin/skills/payload
gaming,reasoningbank-intelligence,ruvnet,"""Implement adaptive learning with ReasoningBank for pattern recognition, strategy optimization, and continuous improvement. Use when building self-learning agents, optimizing workflows, or implementing meta-cognitive systems.""",https://github.com/ruvnet/claude-flow/tree/main/.claude/skills/reasoningbank-intelligence
